cancel_id,user_id,subscription_id,cancel_date,cancel_reason,churn_type
4748,6140,14096,2026-01-18,Let thought sing blood small language trip in.,voluntary
4749,5911,14098,2024-10-05,Might factor store special political management.,voluntary
4750,9130,14102,2024-10-16,Remember bank especially some.,voluntary
4751,1577,14104,2025-03-31,Much ten make program because.,involuntary
4752,7919,14105,2025-07-12,Suffer concern figure point whole chair.,voluntary
4753,9412,14109,2024-06-23,Debate movie nor nation between onto real page.,voluntary
4754,7487,14112,2025-01-14,Loss or write above experience.,voluntary
4755,5672,14116,2024-05-17,Inside season blood assume American air individual.,voluntary
4756,1141,14124,2024-12-09,Reason into garden against send final.,involuntary
4757,5140,14131,2025-02-09,Both role involve.,voluntary
4758,5050,14138,2026-03-17,Street south six capital.,involuntary
4759,294,14139,2024-05-15,Item face level image even idea.,involuntary
4760,7098,14140,2024-10-29,Base sign truth past hit structure expect.,voluntary
4761,6229,14141,2023-10-10,Lawyer threat space have.,voluntary
4762,4770,14147,2025-07-25,Citizen wrong letter later.,involuntary
4763,6741,14149,2023-11-24,North series maybe follow can floor.,involuntary
4764,1659,14156,2024-09-02,Operation idea provide color stand view form.,voluntary
4765,7675,14168,2024-09-01,Street beat sometimes either.,voluntary
4766,6675,14177,2024-02-25,Measure join note.,involuntary
4767,1184,14180,2023-08-05,Behavior event senior central of.,involuntary
4768,4989,14184,2024-04-14,Reach great billion need total reach relationship vote.,involuntary
4769,5288,14185,2024-05-10,New them only still visit throw surface.,involuntary
4770,2401,14187,2025-10-01,Within attention manager few spring east either.,involuntary
4771,919,14188,2025-12-06,Successful good daughter six.,voluntary
4772,7276,14190,2024-10-17,Believe standard training.,voluntary
4773,530,14193,2024-08-22,Area line box despite.,voluntary
4774,6057,14194,2025-07-02,Authority culture worker sometimes leader.,voluntary
4775,5194,14195,2024-07-10,Artist response director would car around charge.,voluntary
4776,4205,14197,2026-01-07,Across occur though story wide do.,voluntary
4777,5823,14198,2025-03-20,Improve adult certain here camera save.,involuntary
4778,8391,14200,2025-11-26,Four full door prepare magazine mention.,involuntary
4779,8772,14202,2026-01-11,President goal security blood nice increase.,involuntary
4780,5941,14203,2024-11-13,Movement project skill road.,involuntary
4781,2185,14204,2023-10-26,North also charge picture.,involuntary
4782,2646,14206,2023-10-26,Rather want money since training almost would character.,voluntary
4783,555,14211,2025-01-09,Fill maintain important service.,voluntary
4784,7921,14214,2025-05-09,Lawyer discover drug executive write they by.,involuntary
4785,3198,14219,2024-11-23,Such present game actually.,voluntary
4786,5919,14222,2025-08-23,Family range able power body understand decade.,involuntary
4787,4631,14230,2024-05-23,Item section beyond prevent ask.,voluntary
4788,471,14238,2024-02-24,From trip long nature.,involuntary
4789,7587,14239,2024-07-01,Congress tree yard might.,voluntary
4790,9679,14240,2024-01-02,Something quality after authority nearly I.,voluntary
4791,8500,14241,2023-08-23,Today staff then full others happen.,voluntary
4792,4231,14244,2024-06-08,Shake impact off bank you space.,involuntary
4793,6187,14245,2025-01-06,Seven particular decade model court reflect laugh through.,involuntary
4794,2965,14250,2025-04-09,Parent school great lot machine movie.,voluntary
4795,8226,14251,2023-09-02,Any official majority source bit allow.,voluntary
4796,6399,14253,2024-09-12,Report activity professor.,involuntary
4797,6089,14257,2025-03-21,Eat art high authority partner.,involuntary
4798,908,14258,2025-06-30,My continue reality popular lead machine per.,involuntary
4799,7075,14259,2024-11-27,Wish develop kind issue book.,involuntary
4800,921,14261,2024-03-13,Only individual imagine rise involve little black.,involuntary
4801,3023,14268,2024-03-19,Would social blood south million build.,involuntary
4802,7250,14277,2023-09-14,Animal kid successful message.,voluntary
4803,7612,14281,2024-10-26,Magazine nature force fire yard.,voluntary
4804,5197,14285,2024-01-01,Thousand nor citizen manager.,voluntary
4805,8846,14287,2025-05-30,Early relate line travel minute most boy member.,involuntary
4806,870,14289,2024-01-06,Could himself inside visit.,voluntary
4807,7692,14294,2024-04-15,Degree peace your dark.,voluntary
4808,62,14297,2024-02-04,Benefit long cup fire.,voluntary
4809,1072,14301,2023-10-23,Get instead herself decade either relationship.,voluntary
4810,4198,14304,2024-07-18,Purpose entire anyone create during those American.,voluntary
4811,5113,14307,2024-01-13,Big dark task house artist difference.,involuntary
4812,8309,14309,2024-09-13,Country together bank action.,involuntary
4813,6831,14312,2024-10-29,Tax life bring allow.,voluntary
4814,1452,14317,2024-12-15,West threat note nature draw.,voluntary
4815,4887,14320,2024-09-24,Husband accept national boy receive.,involuntary
4816,6170,14323,2026-03-03,Choice through public see.,voluntary
4817,3871,14324,2024-02-22,Reduce full region operation.,involuntary
4818,270,14327,2025-04-04,Happen might join late home third without.,voluntary
4819,8989,14332,2024-10-15,Player book even parent garden perhaps system.,involuntary
4820,2539,14333,2024-11-03,Song plan care leader inside record staff.,involuntary
4821,9151,14344,2024-09-09,Read Mr send commercial.,involuntary
4822,1160,14346,2023-12-13,Rule strategy his score again rise game.,involuntary
4823,842,14349,2025-02-20,Though glass leader quality particular leave will.,involuntary
4824,5298,14350,2024-07-30,Former fly measure size only.,involuntary
4825,3026,14351,2023-11-09,Seem eat through present girl cut.,involuntary
4826,9118,14352,2024-12-19,Necessary know work person health.,voluntary
4827,7410,14358,2024-09-02,Cover option paper us behavior.,voluntary
4828,8647,14363,2024-10-25,Hard thousand write teacher man.,voluntary
4829,5629,14366,2025-03-02,Man learn wrong tough.,involuntary
4830,2644,14367,2024-07-29,Best tell sport Congress third artist pick successful.,voluntary
4831,2767,14370,2026-04-07,Great onto professor seem.,voluntary
4832,7651,14378,2024-08-03,Manage simply under school arm.,involuntary
4833,2024,14381,2026-04-27,Picture people whose series behind.,voluntary
4834,3549,14384,2023-11-05,Him record cup way.,voluntary
4835,9371,14386,2024-08-07,Own happy rather skill response give theory.,voluntary
4836,660,14388,2025-03-28,Conference should not whose.,involuntary
4837,7770,14389,2024-06-18,Whose property move especially.,involuntary
4838,8800,14390,2024-08-02,Tv southern staff.,voluntary
4839,4055,14392,2026-01-04,All environment court experience.,involuntary
4840,4046,14393,2025-07-14,Yourself movie by image month.,voluntary
4841,7721,14396,2024-11-11,Campaign wait however democratic remain.,involuntary
4842,4420,14397,2024-06-12,Leave shake tree much again suffer collection yourself.,voluntary
4843,243,14402,2024-07-03,Past sister impact.,voluntary
4844,6864,14406,2024-03-07,Much firm myself affect call public.,voluntary
4845,2092,14407,2023-09-11,Kid college despite close despite.,involuntary
4846,2002,14408,2023-12-29,Stock your institution off doctor theory middle.,voluntary
4847,2090,14416,2024-04-21,Million at challenge hair forget term.,voluntary
4848,7513,14419,2023-12-19,Above worker business officer design western thousand.,involuntary
4849,1925,14420,2024-12-16,Police right music most agency over appear soldier.,involuntary
4850,4996,14421,2025-02-16,Morning one election.,involuntary
4851,3422,14422,2025-05-14,For contain century behind.,voluntary
4852,8592,14425,2024-03-29,Inside past we truth public whole building clear.,involuntary
4853,4453,14426,2023-09-21,Miss million skill seat.,voluntary
4854,3516,14430,2024-06-19,Live beyond speech nice while.,voluntary
4855,3928,14434,2025-03-08,Military conference under very ball last owner.,voluntary
4856,4245,14438,2025-07-15,Subject toward system TV former determine act.,voluntary
4857,4259,14442,2025-07-05,Bad stage own plant debate any price.,voluntary
4858,7349,14445,2025-09-05,Reveal table leg positive forget.,voluntary
4859,7653,14447,2025-12-30,Toward strong city another garden security.,voluntary
4860,824,14448,2024-11-15,Also animal professional media executive agreement city.,voluntary
4861,597,14450,2024-02-08,My oil answer once particularly growth operation.,voluntary
4862,6701,14454,2025-02-05,Assume away color matter state old stay some.,involuntary
4863,9020,14456,2024-02-08,State guess class.,involuntary
4864,5043,14457,2025-12-02,Difference future many.,voluntary
4865,5638,14459,2025-06-13,Beautiful garden base.,voluntary
4866,2753,14461,2025-01-24,Price budget bad name me.,involuntary
4867,7504,14469,2025-08-10,Customer medical buy.,involuntary
4868,3668,14470,2025-07-04,With treat magazine wish bad.,voluntary
4869,9747,14472,2025-07-04,Executive international thus professor free treatment my.,involuntary
4870,4568,14481,2025-02-10,Affect natural week general.,voluntary
4871,1891,14489,2023-11-14,Pick consumer computer run thank.,involuntary
4872,9635,14491,2024-01-11,Tv take beat southern parent.,involuntary
4873,6157,14494,2024-11-04,Son situation hard fill cost.,involuntary
4874,1134,14496,2026-06-09,Hundred nature during moment.,voluntary
4875,4779,14497,2025-05-11,Not suddenly truth great once me born.,involuntary
4876,300,14498,2025-07-25,Lay at everything large.,involuntary
4877,7032,14507,2023-12-14,Way upon like couple computer represent.,involuntary
4878,6255,14517,2024-10-13,Never local save present.,voluntary
4879,6283,14522,2024-10-24,Pattern range medical remain receive difference.,involuntary
4880,4796,14523,2024-08-04,Explain herself image boy look wonder.,voluntary
4881,19,14526,2025-03-28,Herself heavy contain economic watch call save.,voluntary
4882,2690,14528,2024-01-01,Other former report energy ago scene world.,voluntary
4883,3300,14529,2025-04-11,See language physical various total true Republican.,voluntary
4884,383,14531,2025-01-08,Throw about particular part physical but.,involuntary
4885,4437,14534,2024-09-02,Show will bit individual economy group establish.,voluntary
4886,4939,14535,2024-04-17,Not speech cut model term care.,involuntary
4887,8614,14539,2026-02-25,Enjoy run executive.,involuntary
4888,4372,14541,2024-10-04,Visit again least tough.,involuntary
4889,167,14546,2025-04-08,Moment spend design become reason.,voluntary
4890,7101,14547,2025-02-13,Despite least expert pull.,voluntary
4891,7082,14549,2025-03-22,Manager sea able tell.,involuntary
4892,7436,14554,2025-06-01,Well look learn crime public.,involuntary
4893,3271,14557,2024-08-11,Material value account end sit beautiful.,involuntary
4894,4682,14560,2025-08-08,Daughter east travel.,voluntary
4895,585,14562,2024-10-13,Tax second upon simple mind.,involuntary
4896,2943,14564,2023-12-21,Budget old ok fly include.,voluntary
4897,8496,14568,2025-05-16,Until arm example half general try no.,involuntary
4898,1708,14572,2024-07-09,Sign know summer less onto must.,involuntary
4899,3019,14574,2025-03-03,Service far interest beyond concern you.,involuntary
4900,606,14575,2023-10-09,Who future avoid believe in because.,voluntary
4901,4466,14579,2024-09-28,Recently art hold hospital couple everybody call smile.,voluntary
4902,6852,14581,2023-11-19,Despite standard most west.,voluntary
4903,7184,14583,2026-03-09,Visit mother cold light raise main station or.,voluntary
4904,3480,14591,2024-08-09,According cover certainly note become full.,involuntary
4905,183,14592,2024-03-25,Bag office future enough.,voluntary
4906,9672,14593,2024-07-05,Stock one type.,voluntary
4907,2331,14598,2025-03-16,More good court must start.,voluntary
4908,9423,14600,2024-06-27,Conference high enough prevent.,voluntary
4909,9998,14603,2024-04-11,End between data wife.,involuntary
4910,6793,14613,2025-07-12,Whatever involve friend range media.,voluntary
4911,8094,14620,2026-05-11,Much position different his.,voluntary
4912,3404,14621,2024-10-31,Here few near.,involuntary
4913,617,14622,2025-01-09,Cover candidate whole decade agent data after across.,voluntary
4914,6480,14624,2023-09-21,Serious myself act article fact.,voluntary
4915,9643,14629,2023-11-05,Owner space security.,voluntary
4916,980,14633,2026-02-11,Care stock performance edge share recent.,involuntary
4917,8729,14635,2024-03-24,Dark per hard party summer movie.,involuntary
4918,9535,14644,2025-03-10,Worry ground surface finally staff fact sense.,voluntary
4919,556,14651,2023-09-28,Agent ago camera TV every number writer available.,voluntary
4920,4717,14653,2026-05-03,Join population medical beyond big white everyone security.,involuntary
4921,6152,14657,2025-07-06,Financial forward then group them group away.,involuntary
4922,1920,14664,2026-03-02,Site share administration story decision.,voluntary
4923,3423,14666,2025-06-17,Forward song offer face those forward challenge.,voluntary
4924,3285,14668,2024-04-01,Discover show sign difference PM response.,involuntary
4925,3549,14669,2024-08-22,Contain return budget own.,voluntary
